Row ID,Issue shape,Persona,Expected value (ground truth),Round1 reply,Round2 reply,Round3 reply,Resolution round,Final workflow status
R050059,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R050061,blank,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R050062,placeholder,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",N/A,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R050068,vague-freetext,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Yes, compliant.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R050069,blank,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R050073,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R050074,vague-freetext,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Yes, compliant.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R050078,wrong-format,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",123,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R050080,placeholder,slow-partial,See attached documentation,pending,See attached documentation,,2,Closed
R050083,wrong-format,slow-partial,Last 6 years + current year,"yes, see attachment",Last 6 years + current year,,2,Closed
R050087,wrong-option,slow-partial,Other supporting evidence,Unknown / not specified,Other supporting evidence,,2,Closed
R050088,vague-freetext,slow-partial,See attached documentation,"Yes, compliant.",See attached documentation,,2,Closed
R050093,placeholder,slow-partial,See attached documentation,pending,See attached documentation,,2,Closed
R050096,stale,slow-partial,See attached documentation,See attached documentation,See attached documentation,,2,Closed
R050097,placeholder,slow-partial,"Confirmed per supplier declaration for site name, evidence on file.",tbc,"Confirmed per supplier declaration for site name, evidence on file.",,2,Closed
R050100,wrong-format,slow-partial,ISO 9001 - Quality Management,"yes, see attachment",ISO 9001 - Quality Management,,2,Closed
R050101,wrong-format,slow-partial,"Confirmed per supplier declaration for certificate for supplier entity, evidence on file.",123,"Confirmed per supplier declaration for certificate for supplier entity, evidence on file.",,2,Closed
R050102,placeholder,slow-partial,See attached documentation,N/A,See attached documentation,,2,Closed
R050103,stale,slow-partial,See attached documentation,See attached documentation,See attached documentation,,2,Closed
R050109,wrong-format,cooperative,All substances manufactured/sourced from within the EU,All substances manufactured/sourced from within the EU,,,1,Closed
R050111,blank,cooperative,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,,1,Closed
R050112,stale,cooperative,Not Compliant,Not Compliant,,,1,Closed
R050117,blank,cooperative,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,,1,Closed
R050120,wrong-option,cooperative,Material declaration,Material declaration,,,1,Closed
R050124,wrong-format,cooperative,Not Compliant,Not Compliant,,,1,Closed
R050125,vague-freetext,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R050129,stale,cooperative,Laboratory analysis,Laboratory analysis,,,1,Closed
R050133,blank,cooperative,Complaint,Complaint,,,1,Closed
R050134,vague-freetext,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R050135,wrong-option,cooperative,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,,1,Closed
R050138,wrong-format,cooperative,Presumption (without evidence),Presumption (without evidence),,,1,Closed
R050139,blank,cooperative,No,No,,,1,Closed
R050141,wrong-format,cooperative,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,,1,Closed
R050143,blank,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R050145,wrong-option,cooperative,No,No,,,1,Closed
R050149,stale,cooperative,Yes,Yes,,,1,Closed
R050150,wrong-format,cooperative,"Confirmed per supplier declaration for please list all included phthalates except those which are mentioned in annex xvii reach (entry 51) with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for please list all included phthalates except those which are mentioned in annex xvii reach (entry 51) with their cas numbers and concentrations:, evidence on file.",,,1,Closed
R050151,placeholder,cooperative,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,,1,Closed
R050152,stale,cooperative,Yes,Yes,,,1,Closed
R050154,wrong-format,cooperative,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,,1,Closed
R050155,stale,cooperative,Yes,Yes,,,1,Closed
R050156,wrong-format,cooperative,"Confirmed per supplier declaration for please list all included antimony compounds with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for please list all included antimony compounds with their cas numbers and concentrations:, evidence on file.",,,1,Closed
R050157,placeholder,cooperative,Supplier declaration and material declaration,Supplier declaration and material declaration,,,1,Closed
R050160,vague-freetext,cooperative,Presumption (without evidence),Presumption (without evidence),,,1,Closed
R050162,wrong-format,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R050166,placeholder,cooperative,Laboratory analysis,Laboratory analysis,,,1,Closed
R050169,blank,cooperative,Supplier declaration,Supplier declaration,,,1,Closed
R050170,vague-freetext,cooperative,Not Compliant,Not Compliant,,,1,Closed
R050175,blank,cooperative,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,,1,Closed
R050176,wrong-option,cooperative,Complaint,Complaint,,,1,Closed
R050181,vague-freetext,cooperative,This product does not contain any GADSL listet substances,This product does not contain any GADSL listet substances,,,1,Closed
R050183,placeholder,cooperative,Presumption (without evidence),Presumption (without evidence),,,1,Closed
R050186,wrong-format,cooperative,Material declaration,Material declaration,,,1,Closed
R050189,wrong-option,cooperative,Supplier declaration and material declaration,Supplier declaration and material declaration,,,1,Closed
R050190,blank,cooperative,Complaint,Complaint,,,1,Closed
R050191,wrong-format,cooperative,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.","Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,,1,Closed
R050192,placeholder,cooperative,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,,1,Closed
R050193,wrong-format,cooperative,Exempt,Exempt,,,1,Closed
R050195,blank,cooperative,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,,1,Closed
R050196,placeholder,cooperative,Not Listed,Not Listed,,,1,Closed
R050199,wrong-option,cooperative,No,No,,,1,Closed
R050210,stale,cooperative,Laboratory analysis,Laboratory analysis,,,1,Closed
R050213,stale,cooperative,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,,1,Closed
R050221,placeholder,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R050223,placeholder,cooperative,Exempt,Exempt,,,1,Closed
R050224,vague-freetext,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R050225,wrong-option,cooperative,Material declaration,Material declaration,,,1,Closed
R050227,blank,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R050228,blank,cooperative,Material declaration,Material declaration,,,1,Closed
R050229,vague-freetext,cooperative,Complaint,Complaint,,,1,Closed
R050238,stale,cooperative,Not Compliant,Not Compliant,,,1,Closed
R050243,vague-freetext,cooperative,Supplier declaration and material declaration,Supplier declaration and material declaration,,,1,Closed
R050244,wrong-option,cooperative,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,,1,Closed
R050248,blank,cooperative,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,,1,Closed
R050251,blank,cooperative,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,1,Closed
R050253,placeholder,cooperative,"Confirmed per supplier declaration for cas no. , evidence on file.","Confirmed per supplier declaration for cas no. , evidence on file.",,,1,Closed
R050254,wrong-format,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050256,wrong-option,cooperative,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,,1,Closed
R050258,stale,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050264,wrong-format,cooperative,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,,1,Closed
R050265,blank,cooperative,"Confirmed per supplier declaration for cas no. , evidence on file.","Confirmed per supplier declaration for cas no. , evidence on file.",,,1,Closed
R050266,placeholder,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050268,stale,cooperative,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,,1,Closed
R050270,wrong-format,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050271,placeholder,cooperative,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,1,Closed
R050274,wrong-format,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050280,vague-freetext,cooperative,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,,1,Closed
R050281,vague-freetext,cooperative,"Confirmed per supplier declaration for cas no. , evidence on file.","Confirmed per supplier declaration for cas no. , evidence on file.",,,1,Closed
R050282,wrong-option,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050283,wrong-format,cooperative,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,1,Closed
R050287,wrong-option,cooperative,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,1,Closed
R050289,stale,cooperative,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,1,Closed
R050290,wrong-format,cooperative,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,,1,Closed
R050293,vague-freetext,cooperative,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,1,Closed
R050294,stale,cooperative,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,,1,Closed
R050297,stale,cooperative,See attached documentation,See attached documentation,,,1,Closed
R050303,wrong-format,cooperative,Not all or no substances manufactured/sourced from within the EU,Not all or no substances manufactured/sourced from within the EU,,,1,Closed
R050309,wrong-format,cooperative,Listed,Listed,,,1,Closed
R050311,stale,cooperative,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,,1,Closed
R050321,blank,cooperative,Not Compliant,Not Compliant,,,1,Closed
R050322,placeholder,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R050323,placeholder,cooperative,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,,1,Closed
R050324,stale,cooperative,Exempt,Exempt,,,1,Closed
R050329,blank,cooperative,Supplier declaration and material declaration,Supplier declaration and material declaration,,,1,Closed
R050330,blank,cooperative,Complaint,Complaint,,,1,Closed
R050334,wrong-option,cooperative,"Confirmed per supplier declaration for if yes, please list all inlcuded halogens with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for if yes, please list all inlcuded halogens with their cas numbers and concentrations:, evidence on file.",,,1,Closed
R050336,placeholder,cooperative,Not Compliant,Not Compliant,,,1,Closed
R050340,placeholder,cooperative,Complaint,Complaint,,,1,Closed
R050341,vague-freetext,cooperative,"Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.",,,1,Closed
R050343,blank,cooperative,No,No,,,1,Closed
R050347,wrong-option,cooperative,"Confirmed per supplier declaration for please list all included mineral oils with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for please list all included mineral oils with their cas numbers and concentrations:, evidence on file.",,,1,Closed
R050353,wrong-option,cooperative,"Confirmed per supplier declaration for please list all included silicone compounds with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for please list all included silicone compounds with their cas numbers and concentrations:, evidence on file.",,,1,Closed
R050356,wrong-option,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R050357,stale,cooperative,Supplier declaration,Supplier declaration,,,1,Closed
R050358,wrong-format,cooperative,Yes,Yes,,,1,Closed
R050361,placeholder,cooperative,Yes,Yes,,,1,Closed
R050364,blank,cooperative,Complaint,Complaint,,,1,Closed
R050365,stale,cooperative,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,,1,Closed
R050366,stale,cooperative,Supplier declaration and laboratory analysis,Supplier declaration and laboratory analysis,,,1,Closed
R050372,wrong-option,cooperative,See attached documentation,See attached documentation,,,1,Closed
R050374,placeholder,cooperative,Intentionally added,Intentionally added,,,1,Closed
R050375,vague-freetext,cooperative,This product does not contain any GADSL listet substances,This product does not contain any GADSL listet substances,,,1,Closed
R050390,blank,cooperative,Listed,Listed,,,1,Closed
R050392,vague-freetext,cooperative,Laboratory analysis,Laboratory analysis,,,1,Closed
R050395,placeholder,cooperative,Laboratory analysis,Laboratory analysis,,,1,Closed
R050400,blank,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R050401,blank,cooperative,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,,1,Closed
R050402,placeholder,cooperative,Not Compliant,Not Compliant,,,1,Closed
R050405,stale,cooperative,Exempt,Exempt,,,1,Closed
R050406,blank,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R050412,wrong-format,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R050414,blank,cooperative,Not Compliant,Not Compliant,,,1,Closed
R050415,vague-freetext,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R050431,wrong-format,cooperative,Presumption (without evidence),Presumption (without evidence),,,1,Closed
R050432,vague-freetext,cooperative,Exempt,Exempt,,,1,Closed
R050433,blank,cooperative,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,,1,Closed
R050440,wrong-option,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050441,blank,cooperative,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,1,Closed
R050443,placeholder,cooperative,"Confirmed per supplier declaration for cas no. , evidence on file.","Confirmed per supplier declaration for cas no. , evidence on file.",,,1,Closed
R050448,vague-freetext,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050450,blank,cooperative,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,,1,Closed
R050456,stale,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050458,wrong-option,cooperative,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,,1,Closed
R050463,stale,cooperative,"Confirmed per supplier declaration for cas no. , evidence on file.","Confirmed per supplier declaration for cas no. , evidence on file.",,,1,Closed
R050464,placeholder,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050467,vague-freetext,cooperative,"Confirmed per supplier declaration for cas no. , evidence on file.","Confirmed per supplier declaration for cas no. , evidence on file.",,,1,Closed
R050468,blank,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050469,placeholder,cooperative,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,1,Closed
R050472,placeholder,cooperative,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,,1,Closed
R050473,blank,cooperative,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,1,Closed
R050474,vague-freetext,cooperative,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,,1,Closed
R050477,placeholder,cooperative,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,,1,Closed
R050478,vague-freetext,cooperative,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,,1,Closed
R050481,wrong-format,cooperative,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,1,Closed
R050483,vague-freetext,cooperative,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,1,Closed
R050486,stale,cooperative,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,,1,Closed
R050487,placeholder,cooperative,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,,1,Closed
R050488,stale,cooperative,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,,1,Closed
R050497,wrong-format,cooperative,See attached documentation,See attached documentation,,,1,Closed
R050498,wrong-format,cooperative,Energy consumption report,Energy consumption report,,,1,Closed
R050501,wrong-format,cooperative,See attached documentation,See attached documentation,,,1,Closed
R050516,wrong-format,slow-partial,other,"yes, see attachment",other,,2,Closed
R050518,wrong-format,slow-partial,Material declaration,"yes, see attachment",Material declaration,,2,Closed
R050519,stale,slow-partial,Listed,Listed,Listed,,2,Closed
R050521,wrong-format,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",123,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R050528,stale,slow-partial,Material declaration,Material declaration,Material declaration,,2,Closed
R050529,placeholder,slow-partial,Not Compliant,tbc,Not Compliant,,2,Closed
R050530,wrong-option,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R050536,placeholder,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",tbc,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R050539,vague-freetext,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R050541,stale,slow-partial,Listed,Listed,Listed,,2,Closed
R050543,stale,slow-partial,Laboratory analysis,Laboratory analysis,Laboratory analysis,,2,Closed
R050549,wrong-option,slow-partial,Supplier declaration and material declaration,Unknown / not specified,Supplier declaration and material declaration,,2,Closed
R050557,stale,slow-partial,Not Compliant,Not Compliant,Not Compliant,,2,Closed
R050566,vague-freetext,slow-partial,No,"Yes, compliant.",No,,2,Closed
R050572,placeholder,slow-partial,Complaint,N/A,Complaint,,2,Closed
R050578,wrong-format,slow-partial,Yes,"yes, see attachment",Yes,,2,Closed
R050579,blank,slow-partial,"Confirmed per supplier declaration for if it is a biocidal product in which country has this product been registered or authorized for which product type?
list of registered countries and product type:, evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for if it is a biocidal product in which country has this product been registered or authorized for which product type?
list of registered countries and product type:, evidence on file.",,2,Closed
R050581,stale,slow-partial,Not Compliant,Not Compliant,Not Compliant,,2,Closed
R050587,placeholder,slow-partial,Complaint,TBD,Complaint,,2,Closed
R050588,wrong-format,slow-partial,"Intentionally added Minerals, which are subject under the term ""responsible sourcing"", are (partly) extracted from non-conformant and/or active smelters","yes, see attachment","Intentionally added Minerals, which are subject under the term ""responsible sourcing"", are (partly) extracted from non-conformant and/or active smelters",,2,Closed
R050593,wrong-format,slow-partial,"Confirmed per supplier declaration for please list all gadsl listet substances including the cas numbers and concentrations:, evidence on file.",123,"Confirmed per supplier declaration for please list all gadsl listet substances including the cas numbers and concentrations:, evidence on file.",,2,Closed
R050594,wrong-option,slow-partial,Material declaration and laboratory ananlysis,Unknown / not specified,Material declaration and laboratory ananlysis,,2,Closed
R050598,vague-freetext,slow-partial,Yes,"Yes, compliant.",Yes,,2,Closed
R050601,wrong-format,slow-partial,Exempt,"yes, see attachment",Exempt,,2,Closed
R050609,placeholder,slow-partial,Material declaration and laboratory ananlysis,pending,Material declaration and laboratory ananlysis,,2,Closed
R050610,blank,slow-partial,Yes,"Working on gathering this, will confirm shortly.",Yes,,2,Closed
R050611,wrong-format,slow-partial,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",123,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,2,Closed
R050619,wrong-format,slow-partial,Complaint,"yes, see attachment",Complaint,,2,Closed
R050623,wrong-option,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R050626,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
